Birth Rate,Business Tax Rate,CO2 Emissions,PopXbirth rate,Country,Days to Start Business,Ease of Business,Energy Usage,gdp,Health Exp % GDP,Health Exp/Capita,Hours to do Tax (bin),Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage (bin),Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
1.20%,52.00%,,114232.488,Sweden,16,14,48877,5.24E+11,9.60%,"$5,319 ",113,122,0.20%,0.9,,84,80,1.2,1.2,1,16.70%,64.40%,18.90%,9519374,85.40%,Europe,"$12,415,000,000 ","$17,664,000,000 ",2012
1.10%,,39050,79026.75,Switzerland,,,25005,2.56E+11,9.90%,"$3,541 ",,,0.50%,0.5,4.30%,83,77,0.6,0.6,1,17.40%,67.30%,15.30%,7184250,73.30%,Europe,"$8,988,000,000 ","$7,360,000,000 ",2000
1.00%,,42963,72298.54,Switzerland,,,26557,2.63E+11,10.30%,"$3,748 ",,,0.50%,0.6,4.30%,83,77,0.7,0.7,1,17.30%,67.30%,15.40%,7229854,73.30%,Europe,"$9,290,000,000 ","$7,085,000,000 ",2001
1.00%,,40718,72847.53,Switzerland,,,25888,2.87E+11,10.60%,"$4,190 ",,,0.50%,0.6,3.90%,83,78,0.8,0.8,1,17.10%,67.50%,15.50%,7284753,73.40%,Europe,"$9,117,000,000 ","$7,210,000,000 ",2002
1.00%,,40205,73390.01,Switzerland,20,,25996,3.35E+11,10.90%,"$5,002 ",,,0.40%,0.7,3.30%,83,78,0.8,0.8,1,16.80%,67.60%,15.60%,7339001,73.40%,Europe,"$10,493,000,000 ","$8,614,000,000 ",2003
1.00%,,40392,73896.25,Switzerland,18,,26090,3.74E+11,11.00%,"$5,570 ",,,0.40%,0.7,3.20%,84,79,0.8,0.9,1,16.60%,67.80%,15.70%,7389625,73.40%,Europe,"$11,404,000,000 ","$9,924,000,000 ",2004
1.00%,28.80%,41375,74371.15,Switzerland,18,,25941,3.85E+11,10.90%,"$5,637 ",0,63,0.40%,0.7,3.10%,84,79,0.8,0.9,1,16.30%,67.90%,15.80%,7437115,73.50%,Europe,"$11,937,000,000 ","$10,579,000,000 ",2005
1.00%,27.60%,41877,74839.34,Switzerland,18,,27084,4.05E+11,10.40%,"$5,643 ",0,63,0.40%,0.8,3.00%,84,79,0.9,1,1,16.00%,68.00%,16.00%,7483934,73.50%,Europe,"$12,852,000,000 ","$11,199,000,000 ",2006
1.00%,27.90%,38019,75511.17,Switzerland,18,,25760,4.51E+11,10.20%,"$6,126 ",0,63,0.40%,0.8,3.20%,84,79,1,1.1,1,15.70%,68.10%,16.20%,7551117,73.60%,Europe,"$14,721,000,000 ","$12,298,000,000 ",2007
1.00%,27.80%,40392,76476.75,Switzerland,18,,26773,5.24E+11,10.30%,"$7,104 ",0,63,0.40%,0.8,3.30%,84,80,1.1,1.2,1,15.50%,68.10%,16.40%,7647675,73.60%,Europe,"$17,570,000,000 ","$13,346,000,000 ",2008
1.00%,28.70%,41598,77438.31,Switzerland,18,,26968,5.09E+11,11.00%,"$7,277 ",0,63,0.40%,0.8,2.80%,84,80,1.2,1.2,1,15.20%,68.10%,16.70%,7743831,73.60%,Europe,"$16,665,000,000 ","$13,058,000,000 ",2009
1.00%,28.80%,38757,78249.09,Switzerland,18,,26199,5.49E+11,10.90%,"$7,697 ",0,63,0.40%,0.8,2.70%,85,80,1.2,1.2,1,15.10%,68.00%,16.90%,7824909,73.70%,Europe,"$17,614,000,000 ","$13,528,000,000 ",2010
1.00%,28.90%,,79123.98,Switzerland,18,,25375,6.59E+11,11.00%,"$9,248 ",0,63,0.40%,0.9,2.70%,85,81,1.3,1.3,1,14.90%,67.90%,17.20%,7912398,73.70%,Europe,"$20,640,000,000 ","$16,612,000,000 ",2011
1.00%,29.10%,,79968.61,Switzerland,18,27,25500,6.31E+11,11.30%,"$8,980 ",0,63,0.40%,0.9,2.70%,85,81,1.3,1.3,1,14.80%,67.80%,17.40%,7996861,73.70%,Europe,"$19,439,000,000 ","$16,675,000,000 ",2012
3.00%,,51048,491136.24,Syrian Arab Republic,,,15765,19325894913,4.90%,$59 ,,,2.00%,0,9.00%,75,72,0,0,1,40.80%,55.80%,3.40%,16371208,51.90%,Middle East,"$1,082,000,000 ","$669,000,000 ",2000
3.00%,,48786,501029.52,Syrian Arab Republic,,,15638,21099833784,4.90%,$58 ,,,1.90%,0,9.00%,75,72,0,0,1,40.40%,56.30%,3.40%,16700984,52.30%,Middle East,"$1,150,000,000 ","$670,000,000 ",2001
2.90%,,39068,492845.604,Syrian Arab Republic,,,16735,21582248882,4.90%,$57 ,,,1.80%,0,9.00%,76,72,0,0,1,40.00%,56.70%,3.40%,16994676,52.70%,Middle East,"$970,000,000 ","$760,000,000 ",2002
2.80%,,54286,484357.328,Syrian Arab Republic,43,,16543,21828144686,5.10%,$60 ,,,1.80%,0,7.50%,76,72,0,0.1,1,39.60%,57.00%,3.40%,17298476,53.00%,Middle East,"$877,000,000 ","$734,000,000 ",2003
2.80%,,51111,494928.336,Syrian Arab Republic,43,,17937,25086930693,4.50%,$61 ,,,1.70%,0,7.50%,76,73,0.1,0.1,1,39.20%,57.50%,3.40%,17676012,53.40%,Middle East,"$1,883,000,000 ","$688,000,000 ",2004
2.70%,43.30%,50634,490518.909,Syrian Arab Republic,43,,20792,28858965517,4.10%,$63 ,226,336,1.60%,0.1,8.00%,77,73,0.1,0.2,1,38.60%,58.00%,3.40%,18167367,53.80%,Middle East,"$2,035,000,000 ","$584,000,000 ",2005
2.70%,43.30%,53590,507732.678,Syrian Arab Republic,43,,21630,33332844575,3.80%,$66 ,226,336,1.50%,0.1,8.00%,77,73,0.2,0.2,1,38.00%,58.50%,3.40%,18804914,54.20%,Middle East,"$2,113,000,000 ","$585,000,000 ",2006
2.60%,43.30%,57429,508598.402,Syrian Arab Republic,43,,22803,40405006007,3.80%,$79 ,226,336,1.50%,0.1,10.20%,77,73,0.3,0.3,1,37.30%,59.20%,3.50%,19561477,54.50%,Middle East,"$2,972,000,000 ","$710,000,000 ",2007
2.60%,39.80%,67700,528997.456,Syrian Arab Republic,16,,23052,,3.40%,$90 ,226,336,1.40%,0.1,10.20%,77,73,0.3,0.3,1,36.70%,59.80%,3.60%,20346056,54.90%,Middle East,"$3,176,000,000 ","$912,000,000 ",2008
2.50%,39.70%,62112,525788.65,Syrian Arab Republic,15,,21233,,3.50%,$95 ,226,336,1.40%,0.2,10.00%,77,73,0.4,0.5,1,36.10%,60.20%,3.60%,21031546,55.30%,Middle East,"$3,781,000,000 ","$980,000,000 ",2009
2.50%,39.70%,61859,538316.175,Syrian Arab Republic,13,,21649,,3.40%,$97 ,226,336,1.30%,0.2,9.90%,78,72,0.5,0.5,1,35.70%,60.50%,3.70%,21532647,55.70%,Middle East,"$6,308,000,000 ","$1,598,000,000 ",2010
2.50%,39.70%,,549041.9,Syrian Arab Republic,13,,19986,,3.40%,$102 ,226,336,1.30%,0.2,,78,72,0.6,0.6,1,35.50%,60.70%,3.80%,21961676,56.10%,Middle East,,,2011
2.40%,39.70%,,537582.096,Syrian Arab Republic,13,147,,,3.40%,$105 ,226,336,1.20%,0.2,,78,72,0.6,0.6,1,35.40%,60.70%,3.90%,22399254,56.50%,Middle East,,,2012
3.00%,,2237,185584.56,Tajikistan,,,2149,860550294,4.60%,$6 ,,,7.50%,0,25.60%,68,60,0,0,1,42.90%,53.60%,3.50%,6186152,26.50%,Asia,,,2000
3.00%,,2292,188680.2,Tajikistan,,,2122,1080774006,4.60%,$8 ,,,7.00%,0,21.10%,68,60,0,0,1,42.10%,54.30%,3.60%,6289340,26.50%,Asia,,,2001
2.90%,,1881,185719.422,Tajikistan,,,2129,1221113795,4.50%,$9 ,,,6.60%,0,14.70%,68,61,0,0,1,41.20%,55.20%,3.60%,6404118,26.40%,Asia,"$5,000,000 ","$1,700,000 ",2002
2.90%,,2076,189358.661,Tajikistan,,,2170,1554125543,4.50%,$11 ,,,6.10%,0,16.70%,69,61,0,0,1,40.20%,56.10%,3.70%,6529609,26.40%,Asia,"$6,200,000 ","$2,100,000 ",2003
2.90%,,2563,193253.941,Tajikistan,,,2346,2076148710,4.30%,$13 ,,,5.80%,0,20.30%,69,62,0,0,1,39.20%,57.00%,3.70%,6663929,26.40%,Asia,"$9,600,000 ","$3,400,000 ",2004
3.00%,79.90%,2439,204169.65,Tajikistan,80,,2342,2312319579,4.80%,$16 ,113,224,5.40%,0,23.30%,69,62,0,0,1,38.40%,57.90%,3.70%,6805655,26.40%,Asia,"$9,100,000 ","$3,800,000 ",2005
3.00%,79.90%,2655,208635.66,Tajikistan,80,,2414,2830236054,4.80%,$19 ,113,224,5.20%,0,14.40%,70,63,0.3,0.3,1,37.60%,58.70%,3.70%,6954522,26.50%,Asia,"$11,200,000 ","$6,000,000 ",2006
3.10%,80.00%,3223,220441.775,Tajikistan,62,,2583,3719497371,5.30%,$28 ,113,224,5.00%,0.1,22.70%,70,63,0.3,0.3,1,37.00%,59.40%,3.60%,7111025,26.50%,Asia,"$16,500,000 ","$6,600,000 ",2007
3.10%,83.40%,3033,225532.812,Tajikistan,62,,2473,5161336170,5.60%,$40 ,113,224,4.80%,0.1,23.70%,70,63,0.5,0.5,1,36.50%,60.00%,3.50%,7275252,26.50%,Asia,"$23,700,000 ","$10,800,000 ",2008
3.20%,83.80%,2893,238316.672,Tajikistan,38,,2333,4979481980,5.90%,$40 ,113,224,4.60%,0.1,22.60%,70,64,0.6,0.7,1,36.20%,60.40%,3.40%,7447396,26.50%,Asia,"$19,500,000 ","$5,800,000 ",2009
3.30%,84.00%,2860,251701.758,Tajikistan,27,,2370,5642178580,6.00%,$44 ,113,224,4.50%,0.1,24.20%,70,64,0.8,0.8,1,35.90%,60.80%,3.30%,7627326,26.50%,Asia,"$32,400,000 ","$17,800,000 ",2010
3.30%,84.50%,,257890.05,Tajikistan,24,,2395,6522732203,5.80%,$48 ,113,224,4.30%,0.1,24.80%,71,64,0.8,0.8,1,35.80%,61.00%,3.20%,7814850,26.50%,Asia,"$39,800,000 ","$8,400,000 ",2011
3.30%,84.50%,,264296.67,Tajikistan,24,141,,7633049792,5.80%,$55 ,113,224,4.20%,0.1,25.20%,71,64,0.8,0.8,1,35.80%,61.00%,3.20%,8008990,26.60%,Asia,"$60,400,000 ","$6,800,000 ",2012
4.20%,,2651,1428861.504,Tanzania,,,13390,10185786171,3.40%,$10 ,,,8.00%,0,21.60%,51,49,0,0,1,44.80%,52.30%,2.90%,34020512,22.30%,Africa,"$381,000,000 ","$369,000,000 ",2000
4.20%,,3128,1465606.716,Tanzania,,,14203,10383560998,3.50%,$11 ,,,7.60%,0,20.10%,51,50,0,0,1,44.70%,52.40%,2.90%,34895398,22.70%,Africa,"$626,000,000 ","$363,000,000 ",2001
4.20%,,3590,1503872.874,Tanzania,,,14916,10805600069,3.40%,$10 ,,,7.10%,0,16.40%,52,51,0,0,1,44.70%,52.40%,2.90%,35806497,23.00%,Africa,"$639,000,000 ","$361,000,000 ",2002
4.20%,,3806,1543954.902,Tanzania,28,,15491,11659129815,3.70%,$12 ,,,6.60%,0,14.50%,53,51,0,0,1,44.60%,52.40%,3.00%,36760831,23.60%,Africa,"$654,000,000 ","$375,000,000 ",2003
4.20%,,4353,1586135.838,Tanzania,28,,16198,12825801917,3.40%,$12 ,,,6.10%,0,14.10%,53,52,0,0.1,1,44.60%,52.40%,3.00%,37765139,24.20%,Africa,"$762,000,000 ","$470,000,000 ",2004
4.20%,43.80%,5618,1630624.128,Tanzania,28,,17141,14141916592,4.00%,$15 ,113,172,5.70%,0,15.20%,54,53,0,0.1,1,44.60%,52.40%,3.00%,38824384,24.80%,Africa,"$835,000,000 ","$577,000,000 ",2005
4.20%,43.80%,5959,1677578.574,Tanzania,27,,17809,14331231239,6.50%,$23 ,113,172,5.40%,0,15.70%,56,54,0.1,0.1,1,44.70%,52.30%,3.00%,39942347,25.50%,Africa,"$986,000,000 ","$571,000,000 ",2006
4.20%,43.90%,6150,1727027.106,Tanzania,26,,18306,16825547176,5.70%,$23 ,113,172,5.00%,0,16.10%,57,55,0.2,0.2,1,44.70%,52.20%,3.00%,41119693,26.10%,Africa,"$1,215,000,000 ","$616,000,000 ",2007
4.10%,44.40%,6538,1736505.39,Tanzania,26,,18921,20715086119,5.40%,$26 ,113,172,4.70%,0,15.00%,58,56,0.3,0.3,1,44.80%,52.20%,3.10%,42353790,26.80%,Africa,"$1,293,000,000 ","$746,000,000 ",2008
4.10%,44.40%,6447,1789229.832,Tanzania,26,,19345,21368165400,5.60%,$28 ,113,172,4.40%,0,15.00%,59,57,0.3,0.4,1,44.80%,52.10%,3.10%,43639752,27.40%,Africa,"$1,192,000,000 ","$806,000,000 ",2009
4.10%,44.40%,6846,1843906.53,Tanzania,26,,20043,22915004297,7.20%,$37 ,113,172,4.10%,0,14.50%,60,58,0.4,0.5,1,44.80%,52.00%,3.10%,44973330,28.10%,Africa,"$1,279,000,000 ","$861,000,000 ",2010
4.00%,44.90%,,1854184.28,Tanzania,26,,20747,23874165047,7.40%,$38 ,113,172,3.90%,0,15.00%,61,59,0.5,0.6,1,44.90%,52.00%,3.10%,46354607,28.80%,Africa,"$1,383,000,000 ","$928,000,000 ",2011
4.00%,44.90%,,1911324.28,Tanzania,26,136,,28248631876,7.00%,$41 ,113,172,3.80%,0,15.50%,62,60,0.5,0.6,1,44.90%,52.00%,3.20%,47783107,29.50%,Africa,"$1,605,000,000 ","$1,003,000,000 ",2012
1.50%,,188355,935150.685,Thailand,,,72284,1.23E+11,3.40%,$67 ,,,1.90%,0,7.80%,75,67,0,0,1,24.20%,69.30%,6.60%,62343379,31.40%,Asia,"$9,935,000,000 ","$3,218,000,000 ",2000
1.40%,,202132,882966.98,Thailand,,,74385,1.16E+11,3.30%,$61 ,,,1.80%,0.1,7.30%,75,67,0.1,0.1,1,23.80%,69.40%,6.80%,63069070,32.60%,Asia,"$9,378,000,000 ","$3,334,000,000 ",2001
1.40%,,215975,893169.774,Thailand,,,82257,1.27E+11,3.70%,$74 ,,,1.80%,0.1,6.90%,75,68,0.3,0.3,1,23.40%,69.60%,7.00%,63797841,33.80%,Asia,"$10,388,000,000 ","$3,888,000,000 ",2002
1.30%,,232198,838348.394,Thailand,33,,89107,1.43E+11,3.60%,$79 ,,,1.70%,0.1,5.90%,75,68,0.3,0.3,1,23.10%,69.60%,7.30%,64488338,35.00%,Asia,"$10,456,000,000 ","$3,538,000,000 ",2003
1.30%,,252345,846136.2,Thailand,33,,96291,1.61E+11,3.50%,$87 ,,,1.60%,0.1,5.50%,76,69,0.3,0.4,1,22.80%,69.70%,7.50%,65087400,36.30%,Asia,"$13,054,000,000 ","$5,343,000,000 ",2004
1.30%,37.50%,256169,852273.331,Thailand,33,,99166,1.76E+11,3.50%,$95 ,226,264,1.50%,0.2,5.80%,76,69,0.4,0.5,1,22.30%,70.00%,7.70%,65559487,37.50%,Asia,"$12,102,000,000 ","$4,917,000,000 ",2005
1.20%,37.40%,261211,790607.532,Thailand,33,,101043,2.07E+11,3.50%,$110 ,226,264,1.50%,0.2,7.40%,76,69,0.6,0.6,1,21.80%,70.30%,7.90%,65883961,38.80%,Asia,"$16,614,000,000 ","$6,173,000,000 ",2006
1.20%,37.40%,262205,792923.124,Thailand,33,,104886,2.47E+11,3.60%,$133 ,226,264,1.40%,0.2,7.10%,76,70,0.8,0.8,1,21.20%,70.70%,8.20%,66076927,40.10%,Asia,"$20,623,000,000 ","$6,887,000,000 ",2007
1.20%,37.50%,261838,794224.08,Thailand,33,,107656,2.73E+11,3.90%,$162 ,226,264,1.30%,0.2,7.00%,77,70,0.9,0.9,1,20.50%,71.10%,8.40%,66185340,41.40%,Asia,"$22,497,000,000 ","$6,700,000,000 ",2008
1.10%,36.90%,276587,729050.685,Thailand,32,,107300,2.64E+11,4.10%,$164 ,226,264,1.30%,0.2,6.00%,77,70,0.9,1,1,19.90%,71.50%,8.60%,66277335,42.70%,Asia,"$19,814,000,000 ","$5,749,000,000 ",2009
1.10%,36.90%,295282,730425.476,Thailand,32,,117429,3.19E+11,3.80%,$183 ,226,264,1.30%,0.2,5.90%,77,71,1,1.1,1,19.30%,71.80%,8.90%,66402316,44.10%,Asia,"$23,809,000,000 ","$7,151,000,000 ",2010
1.10%,36.90%,,732339.652,Thailand,29,,119147,3.46E+11,4.10%,$214 ,226,264,1.20%,0.2,6.90%,77,71,1.1,1.2,1,18.90%,72.00%,9.10%,66576332,45.40%,Asia,"$30,926,000,000 ","$7,320,000,000 ",2011
1.00%,37.20%,,667850.01,Thailand,29,18,,3.66E+11,3.90%,$215 ,226,264,1.20%,0.3,7.10%,78,71,1.3,1.3,1,18.50%,72.10%,9.40%,66785001,46.70%,Asia,"$37,740,000,000 ","$7,864,000,000 ",2012
4.30%,,,36704.155,Timor-Leste,,,,350100000,5.10%,$19 ,,,8.40%,,,61,58,,,1,49.80%,47.90%,2.40%,853585,24.30%,Asia,,,2000
4.10%,,,35725.473,Timor-Leste,,,,429700000,6.20%,$20 ,,,8.00%,,,62,59,,,1,50.00%,47.50%,2.40%,871353,24.60%,Asia,,,2001
4.00%,,161,35974.68,Timor-Leste,,,,426700000,6.10%,$19 ,,,7.60%,,,63,60,,,1,49.70%,47.80%,2.50%,899367,25.00%,Asia,,,2002
3.90%,,161,36401.391,Timor-Leste,,,,436500000,7.50%,$24 ,,,7.20%,,16.70%,63,60,0,0,1,49.10%,48.30%,2.60%,933369,25.30%,Asia,,,2003
3.80%,,176,36745.506,Timor-Leste,158,,58,455500000,8.60%,$27 ,,,6.90%,,15.50%,64,61,0,0,1,48.40%,48.90%,2.70%,966987,25.70%,Asia,,,2004
3.80%,48.40%,176,37349.782,Timor-Leste,167,,58,479100000,7.30%,$33 ,565,640,6.50%,0,16.70%,65,62,0,0,1,48.00%,49.30%,2.70%,982889,26.30%,Asia,,,2005
3.80%,48.40%,180,37964.014,Timor-Leste,167,,59,462600000,10.60%,$46 ,565,640,6.20%,0,16.50%,65,62,0,0,1,47.80%,49.40%,2.80%,999053,26.90%,Asia,"$20,000,000 ","$2,000,000 ",2006
3.70%,48.40%,183,37572.834,Timor-Leste,158,,61,558700000,8.00%,$41 ,565,640,5.90%,0,15.00%,66,63,0,0.1,1,47.70%,49.40%,2.90%,1015482,27.60%,Asia,"$26,000,000 ","$5,000,000 ",2007
3.70%,32.60%,191,38190.734,Timor-Leste,157,,,693800000,8.60%,$55 ,565,640,5.60%,0,13.10%,66,63,0.1,0.1,1,47.70%,49.40%,3.00%,1032182,28.20%,Asia,"$14,000,000 ","$51,000,000 ",2008
3.70%,11.00%,183,38818.772,Timor-Leste,157,,,826700000,6.80%,$50 ,226,276,5.40%,0,11.20%,67,64,0.3,0.3,1,47.60%,49.40%,3.00%,1049156,28.90%,Asia,"$16,000,000 ","$69,000,000 ",2009
3.60%,11.00%,183,38390.724,Timor-Leste,110,,,934300000,5.60%,$46 ,226,276,5.20%,0,11.00%,68,64,0.4,0.4,1,47.30%,49.60%,3.10%,1066409,29.50%,Asia,"$31,000,000 ","$68,000,000 ",2010
3.60%,11.00%,,40334.112,Timor-Leste,94,,,1128300000,4.60%,$46 ,226,276,5.00%,0,11.00%,68,65,0.5,0.6,1,46.90%,50.00%,3.20%,1120392,30.20%,Asia,"$24,000,000 ","$63,000,000 ",2011
3.60%,11.00%,,41362.488,Timor-Leste,94,167,,1355000000,4.30%,$50 ,226,276,4.80%,0,12.20%,69,66,0.5,0.6,1,46.30%,50.50%,3.20%,1148958,30.80%,Asia,"$21,000,000 ","$80,000,000 ",2012
3.90%,,1357,189725.367,Togo,,,2111,1294250280,5.30%,$14 ,,,7.70%,0,,54,53,0,0,1,44.20%,52.90%,2.90%,4864753,32.90%,Africa,"$11,000,000 ","$15,000,000 ",2000
3.90%,,1162,194696.775,Togo,,,2106,1332328986,5.20%,$14 ,,,7.50%,0,,54,53,0,0,1,43.90%,53.20%,2.80%,4992225,33.40%,Africa,"$14,000,000 ","$20,000,000 ",2001
3.90%,,1232,199823.286,Togo,,,2182,1474630199,5.00%,$14 ,,,7.30%,0,,55,53,0,0,1,43.60%,53.60%,2.80%,5123674,33.80%,Africa,"$16,000,000 ","$26,000,000 ",2002
3.90%,,1463,205099.284,Togo,65,,2303,1673690390,5.60%,$18 ,,,7.20%,0,,55,53,0,0,1,43.30%,53.90%,2.80%,5258956,34.30%,Africa,"$26,000,000 ","$37,000,000 ",2003
3.80%,,1397,205118.338,Togo,65,,2327,1937074538,5.90%,$21 ,,,7.00%,0,,55,53,0,0.1,1,43.10%,54.10%,2.80%,5397851,34.70%,Africa,"$25,000,000 ","$38,000,000 ",2004
3.80%,52.50%,1338,210528.132,Togo,65,,2372,2115154090,6.60%,$25 ,226,270,6.80%,0,,55,53,0,0.1,1,42.80%,54.40%,2.80%,5540214,35.20%,Africa,"$27,000,000 ","$42,000,000 ",2005
3.80%,52.50%,1221,216062.11,Togo,64,,2368,2202809211,6.40%,$25 ,226,270,6.70%,0,,55,54,0.1,0.1,1,42.60%,54.60%,2.80%,5685845,35.60%,Africa,"$23,000,000 ","$42,000,000 ",2006
3.80%,52.60%,1316,221722.628,Togo,62,,2458,2523462649,6.50%,$28 ,226,270,6.50%,0,,55,54,0.2,0.2,1,42.50%,54.80%,2.80%,5834806,36.10%,Africa,"$38,000,000 ","$59,000,000 ",2007
3.80%,52.60%,1456,227524.658,Togo,62,,2563,3163416556,6.50%,$34 ,226,270,6.40%,0,,56,54,0.3,0.3,1,42.30%,54.90%,2.80%,5987491,36.60%,Africa,"$44,000,000 ","$68,000,000 ",2008
3.80%,52.50%,1503,233489.366,Togo,84,,2628,3163000591,7.20%,$37 ,226,270,6.20%,0,,56,54,0.3,0.4,1,42.20%,55.10%,2.70%,6144457,37.10%,Africa,"$73,000,000 ","$94,000,000 ",2009
3.70%,50.30%,1540,233322.518,Togo,84,,2692,3172945506,7.50%,$37 ,226,270,6.10%,0,,56,55,0.3,0.4,1,42.10%,55.20%,2.70%,6306014,37.50%,Africa,"$105,000,000 ","$89,000,000 ",2010
3.70%,48.90%,,239475.248,Togo,84,,2764,3756023048,8.00%,$43 ,226,270,5.90%,0,,57,55,0.3,0.4,1,42.00%,55.30%,2.70%,6472304,38.00%,Africa,,,2011
3.70%,48.90%,,245788.336,Togo,38,159,,3915754216,8.60%,$41 ,226,270,5.70%,0,,57,55,0.4,0.5,1,41.90%,55.40%,2.70%,6642928,38.50%,Africa,,,2012
2.80%,,121,2742.936,Tonga,,,,188623258,4.80%,$92 ,,,1.50%,0,11.30%,73,69,0,0,1,38.40%,55.90%,5.70%,97962,23.00%,Oceania,"$7,000,000 ",,2000
2.80%,,143,2758.112,Tonga,,,,167042880,5.70%,$96 ,,,1.50%,0,11.30%,73,69,0,0,1,38.20%,56.00%,5.80%,98504,23.00%,Oceania,"$6,800,000 ","$3,200,000 ",2001
2.90%,,147,2873.407,Tonga,,,,181801947,5.00%,$92 ,,,1.50%,0,11.40%,73,69,0,0,1,38.20%,55.90%,5.90%,99083,23.10%,Oceania,"$5,900,000 ","$3,200,000 ",2002
2.90%,,176,2891.039,Tonga,32,,,208098552,5.10%,$106 ,,,1.40%,0,11.30%,74,69,0.1,0.1,1,38.20%,55.90%,6.00%,99691,23.10%,Oceania,"$10,300,000 ","$13,200,000 ",2003
2.90%,,172,2909.251,Tonga,32,,57,240794581,4.80%,$115 ,,,1.40%,0,11.60%,74,69,0.1,0.2,1,38.10%,55.80%,6.00%,100319,23.10%,Oceania,"$13,100,000 ","$16,200,000 ",2004
2.90%,27.50%,158,2927.84,Tonga,32,,57,264812954,6.40%,$167 ,113,164,1.30%,0,11.40%,74,69,0.3,0.3,1,38.10%,55.90%,6.00%,100960,23.20%,Oceania,"$15,000,000 ","$16,000,000 ",2005
2.90%,27.50%,176,2946.893,Tonga,32,,57,295998379,5.50%,$159 ,113,164,1.30%,0.1,12.00%,74,69,0.3,0.3,1,38.00%,56.00%,6.00%,101617,23.20%,Oceania,"$15,700,000 ","$16,400,000 ",2006
2.80%,27.50%,154,2864.092,Tonga,32,,58,301064027,6.90%,$205 ,113,164,1.30%,0.1,12.20%,75,69,0.4,0.5,1,37.90%,56.10%,6.00%,102289,23.20%,Oceania,"$15,200,000 ","$19,200,000 ",2007
2.80%,27.50%,161,2882.516,Tonga,25,,,346850176,6.30%,$207 ,113,164,1.20%,0.1,12.50%,75,69,0.4,0.5,1,37.70%,56.30%,5.90%,102947,23.30%,Oceania,"$19,500,000 ","$25,100,000 ",2008
2.80%,27.50%,172,2899.596,Tonga,25,,,318522296,4.60%,$145 ,113,164,1.20%,0.1,12.50%,75,69,0.5,0.5,1,37.60%,56.50%,5.90%,103557,23.30%,Oceania,"$16,800,000 ","$19,100,000 ",2009
2.70%,25.40%,158,2810.646,Tonga,25,,,369212477,4.80%,$172 ,113,164,1.20%,0.2,11.50%,75,69,0.5,0.5,1,37.50%,56.70%,5.90%,104098,23.40%,Oceania,,,2010
2.70%,25.40%,,2822.958,Tonga,16,,,423038017,5.00%,$219 ,113,164,1.10%,0.3,11.40%,75,69,0.5,0.5,1,37.40%,56.80%,5.80%,104554,23.40%,Oceania,,,2011
2.60%,25.40%,,2728.466,Tonga,16,60,,471575497,5.40%,$238 ,113,164,1.10%,0.3,10.00%,75,70,0.5,0.5,1,37.30%,56.80%,5.80%,104941,23.50%,Oceania,,,2012
1.50%,,24514,19019.7,Trinidad and Tobago,,,10854,8154315708,4.00%,$260 ,,,2.50%,0.1,16.50%,72,65,0.1,0.1,1,25.60%,67.90%,6.50%,1267980,10.80%,The Americas,"$371,000,000 ","$190,000,000 ",2000
1.50%,,25024,19085.205,Trinidad and Tobago,,,11762,8824873156,4.40%,$305 ,,,2.50%,0.2,15.70%,72,65,0.2,0.2,1,24.60%,68.70%,6.70%,1272347,10.60%,The Americas,"$361,000,000 ","$172,000,000 ",2001
1.50%,,26890,19165.845,Trinidad and Tobago,,,12540,9008273516,5.00%,$352 ,,,2.50%,0.2,12.50%,73,65,0.2,0.2,1,23.80%,69.40%,6.80%,1277723,10.40%,The Americas,"$402,000,000 ","$208,000,000 ",2002
1.50%,,27697,19258.02,Trinidad and Tobago,,,13541,11235960523,5.10%,$449 ,,,2.50%,0.3,11.20%,73,65,0.3,0.3,1,23.00%,70.10%,6.90%,1283868,10.20%,The Americas,"$437,000,000 ","$143,000,000 ",2003
1.50%,,30993,19355.685,Trinidad and Tobago,,,14115,12884712296,5.20%,$522 ,,,2.40%,0.3,9.30%,73,65,0.5,0.5,1,22.40%,70.60%,7.10%,1290379,10.10%,The Americas,"$568,000,000 ","$141,000,000 ",2004
1.50%,37.00%,28581,19453.995,Trinidad and Tobago,43,,16880,16088526686,5.30%,$648 ,113,210,2.40%,0.3,9.10%,73,65,0.7,0.7,1,21.80%,70.90%,7.20%,1296933,9.90%,The Americas,"$593,000,000 ","$234,000,000 ",2005
1.50%,37.20%,32152,19552.17,Trinidad and Tobago,43,,19585,18460905284,4.40%,$625 ,113,210,2.30%,0.3,10.90%,73,66,1.1,1.2,1,21.40%,71.20%,7.40%,1303478,9.70%,The Americas,"$517,000,000 ","$146,000,000 ",2006
1.50%,33.10%,46461,19650.6,Trinidad and Tobago,43,,20331,21830397705,4.80%,$790 ,113,210,2.30%,0.3,11.80%,73,66,1.1,1.2,1,21.10%,71.30%,7.60%,1310040,9.60%,The Americas,"$621,000,000 ","$155,000,000 ",2007
